Species,Group
Mastobranchus trinchesii ,5
Mastobranchus variabilis ,5
Matuta lunaris ,2
Matuta planipes ,2
Mayerella acanthopoda ,2
Mayerella banksia ,2
Mayerella limicola ,2
Medicorophium aculeatum ,3
Medicorophium affine ,3
Medicorophium annulatum ,3
Medicorophium minimum ,3
Medicorophium rotundirostre ,3
Medicorophium runcicorne ,3
Mediomastus acutus ,1
Mediomastus ambiseta ,3
Mediomastus branchiferus ,4
Mediomastus californiensis ,3
Mediomastus capensis ,4
Mediomastus filiformis ,4
Mediomastus fragilis ,3
Mediomastus gracilis ,3
Mediomastus sp. ,3
Medorippe lanata ,0
Megalomma bioculatum ,2
Megalomma linaresi ,2
Megalomma lobiferum ,2
Megalomma monoculata ,2
Megalomma pigmentum ,2
Megalomma quadrioculatum ,2
Megalomma sp. ,2
Megalomma splendida ,2
Megalomma vesiculosum ,1
Megaluropus agilis ,1
Megaluropus massiliensis ,1
Megaluropus sp. ,1
Megamoera dentata ,2
Megamoera subtener ,2
Megamphopus cornutus ,1
Megamphopus longicornis ,1
Megamphopus sp. ,1
Meganyctiphanes norvegica ,1
Meganyctiphanes sp. ,1
Megastraea undosa ,1
Megasyllis nipponica ,3
Megerlia truncata ,0
Meioceras nitidum ,1
Meiodorvillea chilensis ,5
Meiosquilla schmitti ,0
Melampus bullaoides ,2
Melampus olivaceus ,2
Melanella alba ,1
Melanella bilineata ,1
Melanella compactilis ,1
Melanella cumingii ,1
Melanella frielei ,1
Melanella lubrica ,1
Melanella monterosatoi ,1
Melanella polita ,1
Melanella pyramidalis ,1
Melanella sp. ,1
Melanochlamys diomedea ,1
Melanoides tuberculata ,4
Melarhaphe neritoides ,2
Melinna cristata ,3
Melinna elisabethae ,3
Melinna maculata ,2
Melinna monoceroides ,3
Melinna ochotica ,3
Melinna oculata ,2
Melinna palmata ,3
Melinna sp. ,3
Melinnampharete laubieri ,1
Melinnexis sp. ,3
Melinnopsis arctica ,1
Melinnopsis rostrata ,1
Melita coroninii ,1
Melita gladiosa ,3
Melita hergensis ,1
Melita longidactyla ,1
Melita nitida ,1
Melita obtusata ,3
Melita palmata ,1
Melita pellucida ,3
Melita sp. ,1
Melita tuberculata ,1
Melita valesi ,1
Melongena sp. ,0
Melphidippa borealis ,2
Melphidippa sp. ,2
Melphidippella macra ,2
Melphidippella sp. ,2
Melphisana bola ,1
Melythasides laubieri ,1
Membranipora membranacea ,1
Mendicula ferruginosa ,2
Mendicula pygmaea ,1
Menestho truncatula ,1
Menigrates obtusifrons ,0
Mercenaria mercenaria ,2
Mercierella enigmatica ,3
Meredithia spinifera ,1
Meredithia uebelackerae ,2
Meretrix meretrix ,1
Merisca aequistriata ,1
Merona cornucopiae ,1
Meropesta capillacea ,1
Mesacmaea mitchellii ,0
Mesochaetopterus minutus ,1
Mesochaetopterus sagittarius ,3
Mesochaetopterus sp. ,0
Mesodesma donacium ,1
Mesokalliapseudes macsweenyi ,2
Mesolamprops sp. ,0
Mesonerilla sp. ,0
Mesopodopsis slabberi ,2
Metacarcinus edwardsii ,2
Metacarcinus gracilis ,2
Metacarcinus magister ,2
Metacrangon spinosissima ,2
Metamysidopsis elongata ,2
Metapenaeus joyneri ,2
Metaphoxus frequens ,2
Metaphoxus fultoni ,1
Metaphoxus gruneri ,1
Metaphoxus pectinatus ,1
Metaphoxus simplex ,1
Metaphoxus sp. ,1
Metasychis disparidentatus ,1
Metasychis gotoi ,2
Metavermilia multicristata ,3
Metopa alderi ,2
Metopa borealis ,2
Metopa bruzelii ,2
Metopa latimana ,2
Metopa norvegica ,2
Metopa propinqua ,2
Metopa pusilla ,2
Metopa sp. ,2
Metopa spectabilis ,2
Metridium sp. ,1
Mexieulepis elongatus ,0
Mexieulepis weberi ,0
Microcardium sp. ,3
Microchironomus sp. ,4
Microclymene acirrata ,1
Microclymene caudata ,1
Microclymene sp. ,1
Microclymene tricirrata ,3
Microcosmus squamiger ,2
Microdeutopus algicola ,1
Microdeutopus anomalus ,1
Microdeutopus armatus ,1
Microdeutopus bifidus ,1
Microdeutopus chelifer ,1
Microdeutopus damnoniensis ,1
Microdeutopus gryllotalpa ,3
Microdeutopus schmitti ,1
Microdeutopus similis ,1
Microdeutopus sp. ,1
Microdeutopus stationis ,1
Microdeutopus versiculatus ,1
Microjaera anisopoda ,0
Microjassa cumbrensis ,1
Microjassa litotes ,2
Micromaldane ornithochaeta ,1
Micronephthys maryae ,2
Micronephthys minuta ,2
Micronephthys sp. ,2
Micronephthys sphaerocirrata ,2
Micronephthys stammeri ,2
Micropanope nuttingi ,0
Micropanope sp. ,0
Microphiopholis atra ,2
Microphiopholis gracillima ,1
Micropholis atra ,2
Microphoxus sp. ,1
Microphthalmus aberrans ,2
Microphthalmus fragilis ,2
Microphthalmus listensis ,2
Microphthalmus pseudoaberrans ,2
Microphthalmus sczelkowii ,2
Microphthalmus similis ,2
Microphthalmus sp. ,2
Micropleustes nautilus ,1
Micropodarke dubia ,3
Micropodarke sp. ,3
Microprotopus longimanus ,1
Microprotopus maculatus ,1
Microprotopus raneyi ,1
Microprotopus sp. ,1
Micropythia carinata ,0
Microspio atlantica ,3
Microspio mecznikowianus ,3
Microspio microcera ,2
Microspio pigmentata ,2
Microspio sp. ,3
Micrura affinis ,2
Micrura alaskensis ,2
Micrura baltica ,1
Micrura leidyi ,2
Micrura sp. ,1
Mimachlamys varia ,1
Miniacina miniacea ,0
Minuspio cirrifera ,4
Minuspio multibranchiata ,3
Minuspio sp. ,0
Mitrella broderipi ,1
Mitrella gervillii ,1
Mitrella misera ,1
Mitrella scripta ,1
Mitrella sp. ,1
Mitrella unifasciata ,1
Modiolarca subpicta ,1
Modiolarca tumida ,1
Modiolula phaseolina ,1
Modiolus adriaticus ,1
Modiolus barbatus ,1
Modiolus demissus ,3
Modiolus elongatus ,1
Modiolus gallicus ,1
Modiolus modiolus ,2
Modiolus phaseolinus ,1
Modiolus sp. ,1
Modulus carchedonius ,1
Modulus disculus ,1
Modulus modulus ,1
Moelleria costulata ,2
Moerella donacina ,1
Moerella iridescens ,1
Moerella jedoensis ,1
Moerella pusilla ,1
Moerella pygmaea ,1
Moerella rutila ,1
Molgula complanata ,1
Molgula lutulenta ,1
Molgula manhattensis ,1
Molgula occidentalis ,1
Molgula occulta ,1
Molgula oculata ,1
Molgula sp. ,1
Molpadia arctica ,1
Molpadia borealis ,1
Molpadia intermedia ,2
Molpadonia sp. ,0
Monia patelliformis ,1
Monocorophium acherusicum ,3
Monocorophium insidiosum ,3
Monocorophium sextonae ,3
Monocorophium sp. ,3
Monocorophium tuberculatum ,3
Monocorophium uenoi ,3
Monoculodes acutipes ,1
Monoculodes borealis ,1
Monoculodes carinatus ,1
Monoculodes edwardsi ,1
Monoculodes emarginatus ,1
Monoculodes gibbosus ,1
Monoculodes griseus ,1
Monoculodes intermedius ,1
Monoculodes norvegicus ,2
Monoculodes packardi ,1
Monoculodes sp. ,1
Monoculodes spinipes ,1
Monoculodes subnudus ,1
Monoculodes tenuirostratus ,1
Monoculodes tesselatus ,1
Monoculodes tuberculatus ,1
Monoculopsis longicornis ,2
Monodiamesa bathyphila ,1
Monodiamesa sp. ,1
Monophorus erythrosoma ,1
Monophorus perversus ,1
Monoporeia affinis ,1
Monopseudocuma gilsoni ,2
Monopylephorus irroratus ,5
Monopylephorus rubroniveus ,5
Monopylephorus sp. ,5
Montacuta ferruginosa ,2
Montacuta sp. ,2
Montacuta spitzbergensis ,2
Montacuta substriata ,2
Montacuta tenella ,2
Monticellina baptisteae ,3
Monticellina cryptica ,4
Monticellina dorsobranchialis ,4
Monticellina heterochaeta ,4
Monticellina serratiseta ,2
Monticellina siblina ,4
Monticellina sp. ,4
Monticellina tesselata ,4
Mooreonuphis dangrigae ,2
Mooreonuphis nebulosa ,2
Mooreonuphis pallidula ,2
Mooreonuphis sp. ,2
Mooreonuphis stigmatis ,2
Mormula terebra ,2
Mugga sp. ,2
Mugga wahrbergi ,2
Mulinia edulis ,3
Mulinia lateralis ,4
Munida gregaria ,2
Munida rugosa ,0
Munida sp. ,0
Munida subrugosa ,0
Munna acanthifera ,2
Munna fabricii ,2
Munna kroyeri ,2
Munna minuta ,2
Munnogonium tillerae ,1
Munnopsis sp. ,0
Munnopsis typica ,0
Musculista senhousia ,3
Musculium sp. ,3
Musculium transversum ,3
Musculus costulatus ,1
Musculus discors ,1
Musculus lateralis ,1
Musculus marmoratus ,1
Musculus niger ,1
Musculus senhousei ,1
Musculus sp. ,1
Musculus subpictus ,1
Mya arenaria ,2
Mya sp. ,2
Mya truncata ,2
Myosotella myosotis ,2
Myra sp. ,0
Myrianida brachycephala ,2
Myrianida dentalia ,2
Myrianida edwardsi ,2
Myrianida fasciata ,2
Myrianida inermis ,2
Myrianida langerhansi ,2
Myrianida longoprimicirrata ,2
Myrianida multidentaculata ,2
Myrianida multidentata ,2
Myrianida pinnigera ,2
Myrianida prolifera ,2
Myrianida rubropunctata ,2
Myriapora coarctata ,1
Myriochele danielsseni ,3
Myriochele fragilis ,3
Myriochele gracilis ,2
Myriochele heeri ,3
Myriochele oculata ,3
Myriochele olgae ,2
Myriochele picta ,3
Myriochele sp. ,3
Myriochele striolata ,2
Myrioglobulina sp. ,0
Myriotrochus rinkii ,0
Myriotrochus vitreus ,0
Myriowenia californiensis ,0
Myriozoella crustacea ,1
Myrtea sp. ,2
Myrtea spinifera ,2
Mysella bidentata ,3
Mysella obliquata ,3
Mysella planulata ,3
Mysella sp. ,3
Mysella tumidula ,3
Mysia sp. ,1
Mysia undata ,1
MYSIDA ,2
Mysideis sp. ,0
Mysidella americana ,2
Mysidopsis angusta ,2
Mysidopsis californica ,2
Mysidopsis furca ,2
Mysidopsis intii ,2
Mysidopsis sp. ,2
Mysis sp. ,2
Mysta barbata ,3
Mysta picta ,3
Mysta siphodonta ,2
Mysta tchangsii ,3
Mystides augeneri ,2
Mystides borealis ,2
Mystides borealis caeca ,2
Mystides caeca ,2
Mystides elongata ,2
Mystides limbata ,2
Mystides southerni ,2
Mystides sp. ,2
Mytilaster lineatus ,1
Mytilaster marioni ,1
Mytilaster minimus ,1
Mytilopsis leucophaeata ,3
Mytilus chilensis ,3
Mytilus edulis ,3
Mytilus edulis chilensis ,3
Mytilus galloprovincialis ,3
Mytilus sp. ,3
Myxicola aesthetica ,2
Myxicola infundibulum ,2
Myxicola sp. ,2
Myxicola steenstrupi ,2
Nacella polaris polaris ,2
NAIDIDAE ,5
NAIDINAE ,5
Naineris bicornis ,1
Naineris dendritica ,1
Naineris grubei ,1
Naineris laevigata ,1
Naineris quadricuspida ,1
Naineris setosa ,0
Naineris sp. ,1
Naineris uncinata ,1
Nais communis ,4
Nais elinguis ,4
Nais pardalis ,4
Nais pseudobtusa ,4
Nais simplex ,4
Nais sp. ,4
Nais variabilis ,4
Namalycastis abiuma ,3
Namalycastis indica ,4
Namanereis littoralis ,0
Namanereis quadraticeps ,0
Nanatelona borealis ,0
Nanatelona sp. ,0
NANNASTACIDAE ,2
Nannastacus longirostris ,2
Nannastacus unguiculatus ,2
Nannonyx goesi ,1
Nannosquilla chilensis ,1
Nasagenia quinsana ,0
Nassa cooper ,4
Nassarina penicillata ,2
Nassarius acutus ,2
Nassarius cabrierensis ovoideus ,2
Nassarius cooperi ,4
Nassarius coppingeri ,4
Nassarius corniculum ,2
Nassarius crematus ,2
Nassarius cuvierii ,2
Nassarius dealbatus ,2
Nassarius dentifer ,3
Nassarius elongatus ,2
Nassarius festivus ,2
Nassarius gayii ,3
Nassarius hepaticus ,2
Nassarius incrassatus ,2
Nassarius mendicus ,4
Nassarius mutabilis ,2
Nassarius nitidus ,2
Nassarius novaehollandiae ,2
Nassarius obsoletus ,3
Nassarius ovoideus ,2
Nassarius perpinguis ,2
Nassarius pygmaeus ,2
Nassarius reticulatus ,2
Nassarius semiplicatus ,2
Nassarius siquijorensis ,2
Nassarius sp. ,2
Nassarius succinctus ,2
Nassarius tiarula ,2
Nassarius trivittatus ,2
Nassarius variciferus ,2
Nassarius vibex ,2
NATANTIA ,3
Natatolana borealis ,2
Natatolana gallica ,0
Natatolana sp. ,0
Natica alderi ,2
Natica catena ,2
Natica chemnitzii ,2
Natica clausa ,2
Natica falklandica ,2
Natica furva ,2
Natica guilleminii ,2
Natica hebraea ,2
Natica montagui ,2
Natica poliana ,2
Natica rizzae ,2
Natica sp. ,2
Natica stercusmuscarum ,2
Natica tigrina ,2
Natica undata ,2
Natica vitellus ,2
Naticarius dillwyni ,2
Naticarius guillemini ,2
Naticarius hebraeus ,2
Naticarius sp. ,2
NATICIDAE ,2
Naushonia macginitiei ,1
Nausithoe sp. ,0
Nauticaris magellanica ,1
Navanax inermis ,1
Neanthes acuminata ,3
Neanthes arenaceodentata ,3
Neanthes caudata ,4
Neanthes cricognatha ,3
Neanthes flava ,3
Neanthes flavipes ,3
Neanthes fucata ,3
Neanthes glandicincta ,1
Neanthes irrorata ,4
Neanthes japonica ,3
Neanthes kerguelensis ,3
Neanthes limnicola ,2
Neanthes micromma ,3
Neanthes nubila ,3
Neanthes rubicunda ,3
Neanthes sp. ,3
Neanthes succinea ,3
Neanthes vaalii ,3
Neanthes virens ,3
Neanthes zonata ,3
Neastacilla californica ,1
Nebalia bipes ,5
Nebalia daytoni ,3
Nebalia herbstii ,5
Nebalia pugettensis ,3
Nebalia reboredae ,5
Nebalia sp. ,5
Nebalia strausi ,5
Nebalia troncosoi ,5
Nebalia typhlops ,2
Necallianassa truncata ,3
Necora puber ,1
Nectoneanthes alatopalpis ,3
Nectoneanthes multignatha ,3
Nectoneanthes oxypoda ,3
Nectoneanthes sp. ,3
Neilo australis ,2
NEMATODA ,3
Nematonereis hebes ,2
Nematonereis sp. ,2
Nematonereis unicornis ,2
NEMERTEA ,3
Nemertesia antennina ,0
Nemertesia ramosa ,1
Nemocardium centifilosum ,2
Neoamphitrite affinis ,1
Neoamphitrite antarctica ,2
Neoamphitrite edwardsi ,1
Neoamphitrite figulus ,1
Neoamphitrite grayi ,1
Neoamphitrite sp. ,1
Neodavisia sp. ,2
Neodexiospira brasiliensis ,1
Neogammarus sp. ,0
Neogonodactylus bredini ,1
Neogyptis crypta ,2
Neogyptis plurisetis ,2
Neohela monstrosa ,1
Neohela sp. ,1
Neoischyrocerus claustris ,2
Neoleanira magellanica ,2
Neoleanira sp. ,2
Neoleanira tetragona ,2
Neolepton cobbi ,2
Neolepton hupei ,2
Neolepton obliquatum ,3
Neomediomastus sp. ,5
Neomenia carinata ,1
Neomenia sp. ,1
Neomysis americana ,2
Neomysis awatschensis ,2
Neomysis integer ,2
Neomysis mercedis ,2
Neomysis orientalis ,2
Neomysis sp. ,2
Neopentacta elongata ,0
Neosabellaria cementarium ,2
Neotrapezium liratum ,1
Neotrypaea californiensis ,3
Neotrypaea sp. ,3
Neoxenophthalmus obscurus ,2
Nephasoma abyssorum ,1
Nephasoma diaphanes ,1
Nephasoma lilljeborgi ,1
Nephasoma minutum ,1
Nephasoma sp. ,1
Nephrops norvegicus ,1
Nephrops sp. ,1
NEPHTYIDAE ,2
Nephtys assimilis ,2
Nephtys bilobata ,2
Nephtys bucera ,2
Nephtys caeca ,2
Nephtys caecoides ,2
Nephtys californiensis ,2
Nephtys ciliata ,2
Nephtys cirrosa ,2
Nephtys cornuta ,2
Nephtys cuvieri ,2
Nephtys dibranchis ,2
Nephtys ferruginea ,2
Nephtys fluviatilis ,2
Nephtys glabra ,2
Nephtys hombergii ,2
Nephtys hystricis ,2
Nephtys impressa ,2
Nephtys incisa ,2
Nephtys incisa bilobata ,2
Nephtys inermis ,2
Nephtys kersivalensis ,2
Nephtys longosetosa ,2
Nephtys neopolybranchia ,3
Nephtys oligobranchia ,2
Nephtys paradoxa ,2
Nephtys pente ,2
Nephtys picta ,2
Nephtys polybranchia ,2
Nephtys pulchra ,2
Nephtys punctata ,1
Nephtys rubella ,2
Nephtys simoni ,3
Nephtys sp. ,2
Nephtys sphaerocirrata ,2
Nephtys squamosa ,2
Nepinnotheres pinnotheres ,4
Neptunea antiqua ,1
Neptunea despecta ,1
NEREIDIDAE ,0
Nereimyra punctata ,3
Nereimyra sp. ,3
Nereiphylla castanea ,2
Nereiphylla fragilis ,2
Nereiphylla lutea ,2
Nereiphylla paretti ,2
Nereiphylla pusilla ,2
Nereiphylla rubiginosa ,2
Nereiphylla sp. ,2
Nereis acuminata ,4
Nereis aestuarensis ,3
Nereis allenae ,3
Nereis callaona ,3
Nereis caudata ,4
Nereis diversicolor ,3
Nereis dorsolobata ,0
Nereis elitoralis ,2
Nereis eugeniae ,0
Nereis falcata ,3
Nereis falsa ,3
Nereis fucata ,3
Nereis glauca ,3
Nereis grayi ,3
Nereis irrorata ,4
Nereis jacksoni ,3
Nereis lamellosa ,3
Nereis latescens ,2
Nereis longior ,3
Nereis longissima ,3
Nereis micromma ,3
Nereis multignatha ,3
Nereis neoneanthes ,3
Nereis oligohalina ,3
Nereis panamensis ,3
Nereis pelagica ,3
Nereis procera ,3
Nereis rava ,3
Nereis riisei ,3
Nereis sinensis ,3
Nereis sp. ,3
Nereis succinea ,3
Nereis vexillosa ,3
Nereis virens ,3
Nereis zonata ,3
Nerine cirratulus ,3
Nerine sp. ,3
Nerinides cantabra ,2
Nerinides gilchristi ,3
Nerinides tridentata ,3
Nerita costata ,1
Neritina sp. ,1
Neritina virginea ,1
Neverita didyma ,1
Neverita josephinia ,1
Neverita reclusiana ,1
Neverita reiniana ,1
Nicidion mutilata ,2
Nicippe tumida ,1
Nicolea chilensis ,2
Nicolea sp. ,2
Nicolea venustula ,2
Nicolea zostericola ,2
Nicomache lumbricalis ,2
Nicomache maculata ,2
Nicomache minor ,2
Nicomache quadrispinata ,2
Nicomache sp. ,2
Nicomache trispinata ,2
Nicon mavulata ,0
Ninoe armoricana ,2
Ninoe brasiliensis ,2
Ninoe falklandica ,2
Ninoe gemmea ,2
Ninoe leptognatha ,2
Ninoe nigripes ,3
Ninoe palmata ,2
Ninoe tridentata ,2
Ninoe vargasi ,2
Nippoleucon hinumensis ,4
Nipponomysella oblongata ,3
Niso aeglees ,1
Niso hendersoni ,1
Nitidotellina hokkaidoensis ,3
Nitidotellina iridella ,3
Nitidotellina minuta ,3
Nitidotellina sp. ,3
Nodilittorina araucana ,2
Noemiamea dolioliformis ,2
Nolella sp. ,2
Nonparahalosydna pleiolepis ,2
Normanion ruffoi ,0
Norrisia norrisii ,1
Notaulax circumspiciens ,0
Notaulax nudicollis ,0
Notaulax occidentalis ,0
Nothria britannica ,2
Nothria conchylega ,2
Nothria geophiliformis ,2
Nothria hispanica ,2
Nothria hyperborea ,2
Nothria lepta ,1
Nothria sp. ,2
Notiax brachyophthalma ,0
Notirus irus ,1
Notochthamalus scabrosus ,0
Notocirrus californiensis ,1
Notocirrus lorum ,0
Notocirrus scoticus ,2
Notocirrus sp. ,2
Notocirrus virginis ,0
Notocochlis tigrina ,2
Notomastus aberans ,3
Notomastus americanus ,3
Notomastus chilensis ,3
Notomastus daueri ,3
Notomastus exsertilis ,3
Notomastus hemipodus ,3
Notomastus latericeus ,3
Notomastus lineatus ,3
Notomastus lobatus ,3
Notomastus profundus ,3
Notomastus sp. ,3
Notomastus tenuis ,3
Notophyllum foliosum ,2
Notophyllum imbricatum ,2
Notoplana atomata ,0
Notoproctus oculatus ,1
Nototropis falcatus ,1
Nototropis swammerdami ,1
Nucinella maoriana ,1
Nucula annulata ,1
Nucula commutata ,1
Nucula faba ,1
Nucula gallinacea ,1
Nucula hanleyi ,1
Nucula niponica ,1
Nucula nitida ,1
Nucula nitidosa ,1
Nucula nucleus ,1
Nucula paulula ,1
Nucula pisum ,4
Nucula proxima ,1
Nucula semiornata ,1
Nucula sp. ,1
Nucula sulcata ,1
Nucula tenuis ,1
Nucula tumidula ,1
Nucula turgida ,1
Nuculana acuta ,2
Nuculana commutata ,1
Nuculana concentrica ,1
Nuculana cuneata ,2
Nuculana elenensis ,2
Nuculana fragilis ,1
Nuculana hamata ,1
Nuculana minuta ,1
Nuculana pella ,1
Nuculana penderi ,2
Nuculana pernula ,1
Nuculana taphria ,2
Nuculoma tenuis ,2
Nudisyllis divaricata ,2
Nudisyllis pulligera ,2
Nursilia dentata ,1
Nutricola lordi ,2
Nutricola ovalis ,2
Nutricola tantilla ,3
Nyctiphanes couchii ,0
Nymphon brevirostre ,1
Nymphon gracile ,1
Nymphon grossipes ,1
Nymphon hirtipes ,1
Nymphon rubrum ,1
Nymphon sp. ,1
Nymphon stroemi ,1
Obelia bidentata ,2
Obelia dichotoma ,2
Obelia geniculata ,2
Obelia longissima ,2
Obelia sp. ,2
Obtusella intersecta ,1
OCEANIIDAE ,1
Ocenebra erinaceus ,2
Ocinebrina aciculata ,2
Ocinebrina sp. ,2
Ocnus lacteus ,1
Octobranchus floriceps ,2
Octobranchus lingulatus ,2
Octobranchus sp. ,2
Oculina patagonica ,4
Ocypode stimpsoni ,0
Odontamblyopus rubicundus ,0
Odontaster penicillatus ,1
Odontosyllis ctenostoma ,2
Odontosyllis enopla ,2
Odontosyllis fulgurans ,2
Odontosyllis gibba ,2
Odontosyllis phosphorea ,2
Odontosyllis sp. ,2
Odostomella doliolum ,2
Odostomia acuta ,2
Odostomia carrozzai ,2
Odostomia conoidea ,2
Odostomia engonia ,2
Odostomia eulimoides ,2
Odostomia laevigata ,2
Odostomia plicata ,2
Odostomia scalaris ,2
Odostomia sp. ,2
Odostomia turrita ,2
Odostomia unidentata ,2
Odostomia weberi ,2
Oecetis sp. ,0
Oediceropsis brevicornis ,0
Oenone fulgida ,3
Oenopota cunninghami ,1
Oenopota fidicula ,1
Oenopota harpa ,1
Oenopota impressa ,1
Oenopota pyramidalis ,1
Oenopota sp. ,1
Oenopota turricula ,1
Oerstedia dorsalis ,3
Oerstedia sp. ,3
Oestergrenia thomsoni ,1
Ogyrides alphaerostris ,1
Ogyrides orientalis ,1
Ogyrides sp. ,1
Okenia leachii ,1
Okenia opuntia ,1
Okenia sp. ,1
Olea hansineensis ,1
OLIGOCHAETA ,5
Oligocladus sanguinolentus ,0
Oliva lignaria ,1
Oliva sayana ,1
Olivella baetica ,1
Olivella biplicata ,1
Olivella perplexa ,1
Olivella pycna ,1
Olivella sp. ,1
Olivella strigata ,1
Omalogyra sp. ,3
Onchidiopsis glacialis ,1
Onchidoris muricata ,1
Onchidoris sp. ,1
Onchnesoma sp. ,1
Onchnesoma squamatum ,1
Onchnesoma steenstrupii ,1
Oncousoecia diastoporides ,1
Oncousoecia sp. ,1
Ondina sp. ,2
Onisimus normani ,0
Onoba aculeus ,1
Onoba elegantula ,1
Onoba semicostata ,1
Onoba sp. ,1
Onoba vitrea ,1
ONUPHIDAE ,2
Onuphis conchylega ,2
Onuphis elegans ,2
Onuphis eremita ,2
Onuphis falesia ,2
Onuphis geophiliformis ,2
Onuphis iridescens ,2
Onuphis pseudoiridescens ,2
Onuphis quadricuspis ,1
Onuphis sp. ,2
Opercularella lacerata ,1
Opercularella panicula ,1
Opercularella pumila ,2
Ophelia acuminata ,3
Ophelia assimilis ,1
Ophelia bicornis ,1
Ophelia borealis ,1
Ophelia denticulata ,1
Ophelia limacina ,1
Ophelia neglecta ,1
Ophelia rathkei ,1
Ophelia roscoffensis ,1
Ophelia sp. ,1
Ophelina abranchiata ,1
Ophelina acuminata ,3
Ophelina aulogaster ,1
Ophelina cylindricaudata ,1
Ophelina minima ,1
Ophelina modesta ,3
Ophelina nematoides ,1
Ophelina norvegica ,1
Ophelina sp. ,0
Ophiacantha bidentata ,2
Ophiacantha setosa ,2
OPHIACTIDAE ,2
Ophiactis affinis ,2
Ophiactis balli ,2
Ophiactis kroeyeri ,2
Ophiactis quinqueradia ,2
Ophiactis savignyi ,2
Ophiactis sp. ,2
Ophiocentrus brachiatus ,1
Ophiocentrus inaequalis ,1
Ophiocoma wendtii ,1
Ophiocomina nigra ,1
Ophiocten affinis ,2
Ophiocten gracilis ,2
Ophiocten sericeum ,2
Ophioderma brevispina ,2
Ophioderma brevispinum ,2
Ophioderma longicauda ,2
Ophiodromus agilis ,2
Ophiodromus angustifrons ,2
Ophiodromus flexuosus ,2
Ophiodromus obscurus ,1
Ophiodromus pallidus ,2
Ophiodromus pugettensis ,3
Ophiodromus sp. ,2
Ophioglycera lyra ,2
Ophioglycera sp. ,2
Ophiogoniada lyra ,0
Ophiolepis impressa ,2
Ophiomyxa pentagona ,0
Ophiomyxa vivipara ,0
Ophiopholis aculeata ,2
Ophiopholis mirabilis ,2
Ophiopholis sp. ,2
Ophiophragmus filograneus ,2
Ophiophragmus japonicus ,2
Ophiopleura borealis ,2
Ophiopsila annulosa ,1
Ophiopsila aranea ,1
Ophiopsila guineensis ,1
Ophiopsila sp. ,1
Ophioscolex glacialis ,2
Ophiothrix fragilis ,1
Ophiothrix luetkeni ,1
Ophiothrix oerstedii ,1
Ophiothrix quinquemaculata ,1
Ophiothrix savignyi ,1
Ophiothrix sp. ,1
Ophiothrix spiculata ,2
Ophiura affinis ,2
Ophiura albida ,2
Ophiura carnea ,2
Ophiura grubei ,2
Ophiura kinbergi ,2
Ophiura lacertosa ,2
Ophiura luetkenii ,2
Ophiura ophiura ,2
Ophiura robusta ,2
Ophiura sarsii ,2
Ophiura sp. ,2
Ophiura texturata ,2
OPHIURIDAE ,2
Ophiuroconis bispinosa ,2
OPHIUROIDEA ,2
Ophryotrocha baccii ,4
Ophryotrocha dubia ,4
Ophryotrocha geryonicola ,4
Ophryotrocha gracilis ,1
Ophryotrocha hartmanni ,4
Ophryotrocha labronica ,4
Ophryotrocha longidentata ,4
Ophryotrocha puerilis ,4
Ophryotrocha sp. ,4
Opisthodonta pterochaeta ,2
Opisthodonta sp. ,2
Opisthodonta spinigera ,3
Opisthosyllis sp. ,3
Oratosquilla oratoria ,1
Orbinia americana ,1
Orbinia armandi ,1
Orbinia bioreti ,1
Orbinia cuvierii ,1
Orbinia foetida ,1
Orbinia grubei ,1
Orbinia latreillii ,1
Orbinia norvegica ,1
Orbinia riseri ,1
Orbinia sertulata ,1
Orbinia sp. ,1
Orchestia gammarellus ,0
Orchestia sp. ,0
Orchomene breviceps ,2
Orchomene humilis ,2
Orchomene massiliensis ,2
Orchomene nana ,2
Orchomene pacifica ,2
Orchomene pinguis ,2
Orchomene similis ,2
Orchomene sp. ,2
Orchomenella minuta ,2
Orchomenella nana ,2
Orchomenella nanus ,2
Orchomenella pacificus ,2
Orchomenella pinguis ,2
Orchomenella sp. ,2
Oreaster reticulatus ,1
Oregonia gracilis ,1
Oridia armandi ,2
Orientomysis aspera  ,2
Oriopsis armandi ,2
Oriopsis brevicollaris ,2
Oriopsis eimeri ,2
Oriopsis magellanica ,2
Oriopsis sp. ,2
Orobitella peruviana ,1
Orthopyxis integra ,0
Orthopyxis sp. ,0
OSTRACODA ,0
Ostrea edulis ,1
Ostrea sp. ,1
OSTREIDAE ,1
Othomaera knudseni ,1
Othomaera othonis ,1
Otopsis sp. ,2
Oulactis concinnata ,2
Ova canaliferus ,0
Ovalipes sp. ,0
Ovatella myosotis ,2
Owenia collaris ,1
Owenia filiformis ,2
Owenia fusiformis ,2
Owenia polaris ,1
Owenia sp. ,1
OWENIIDAE ,0
Oxydromus guanicus ,2
Oxydromus obscurus ,1
Oxydromus propinquus ,2
Oxymeris areolata ,2
Oxyurostylis lecroyae ,1
Oxyurostylis pacifica ,1
Oxyurostylis smithi ,1
Oxyurostylis sp. ,1
Oxyurostylis tertia ,1
Pachycerianthus sp. ,1
Pachygrapsus marmoratus ,2
Pachynus barnardi ,1
Pacifacanthomysis nephrophthalma ,2
Pacifoculodes zernovi ,1
Pagastiella orophila ,4
Pagastiella sp. ,4
Paguristes eremita ,2
Paguristes sp. ,2
Pagurus alatus ,2
